video_id,frame_file,sport,frame_number,caption_by_blip
video6551,video6551_frame_011.jpg,swimming,11,a stage with a crowd of people watching
video6791,video6791_frame_000.jpg,swimming,0,a large screen with a woman in a bikini
video6791,video6791_frame_001.jpg,swimming,1,a large display with two women in red dresses
video6791,video6791_frame_002.jpg,swimming,2,the girls are in the water at the pool
video6791,video6791_frame_003.jpg,swimming,3,two women in bikinis are sitting on a stage
video6791,video6791_frame_004.jpg,swimming,4,two women in bathing suits are sitting on a stage
video6791,video6791_frame_005.jpg,swimming,5,the judges are clapping and clapping at the judges
video6791,video6791_frame_006.jpg,swimming,6,the x factor's'the x factor's '
video6791,video6791_frame_007.jpg,swimming,7,simon hagan and cheryl ballas perform'i'm'on'dancing with the stars '
video6791,video6791_frame_008.jpg,swimming,8,a group of people are on a stage
video6791,video6791_frame_009.jpg,swimming,9,a stage with a group of people on it
video6791,video6791_frame_010.jpg,swimming,10,a stage with a large screen and a crowd
video6791,video6791_frame_011.jpg,swimming,11,a stage with a large screen on it
video6829,video6829_frame_000.jpg,swimming,0,a woman in a bikini swims under water
video6829,video6829_frame_001.jpg,swimming,1,a woman in a black bikini swims in a pool
video6829,video6829_frame_002.jpg,swimming,2,a woman in a bikini diving in a pool
video6829,video6829_frame_003.jpg,swimming,3,a woman diving in a pool with a camera
video6829,video6829_frame_004.jpg,swimming,4,a woman diving in a pool with a camera
video6829,video6829_frame_005.jpg,swimming,5,a woman diving in a pool with a camera
video6829,video6829_frame_006.jpg,swimming,6,a woman diving in a pool with a camera
video6829,video6829_frame_007.jpg,swimming,7,a woman diving in a pool with a camera
video6829,video6829_frame_008.jpg,swimming,8,a woman in a bikini swims under water
video6829,video6829_frame_009.jpg,swimming,9,a woman in a bikini swims under water
video6829,video6829_frame_010.jpg,swimming,10,a dog is swimming in a pool with a ball
video6829,video6829_frame_011.jpg,swimming,11,a woman in a bikini swims under water
video6850,video6850_frame_000.jpg,swimming,0,the x factor's'the x factor'is a great show
video6850,video6850_frame_001.jpg,swimming,1,the x factor's x factor's x factor's x factor's x factor's x factor's x factor's x factor '
video6850,video6850_frame_002.jpg,swimming,2,a group of people are performing on a stage
video6850,video6850_frame_003.jpg,swimming,3,a group of people are performing on stage
video6850,video6850_frame_004.jpg,swimming,4,a stage with a crowd of people watching
video6850,video6850_frame_005.jpg,swimming,5,a stage with a man on it and a crowd watching
video6850,video6850_frame_006.jpg,swimming,6,the x factor's x factor's x factor's x factor's x factor's x factor's x factor's x factor '
video6850,video6850_frame_007.jpg,swimming,7,a woman in a bikini is standing on a stage
video6850,video6850_frame_008.jpg,swimming,8,a woman in a bikini is standing on a stage
video6850,video6850_frame_009.jpg,swimming,9,a group of people are performing on a stage
video6850,video6850_frame_010.jpg,swimming,10,a group of people standing on top of a building
video6850,video6850_frame_011.jpg,swimming,11,a large screen with a fish in it
video7951,video7951_frame_000.jpg,swimming,0,a man is standing on a table with a water bottle
video7951,video7951_frame_001.jpg,swimming,1,a man is standing in front of a table
video7951,video7951_frame_002.jpg,swimming,2,ellen and james's bathroom
video7951,video7951_frame_003.jpg,swimming,3,ellen and jay on ellen's ellen's big brother
video7951,video7951_frame_004.jpg,swimming,4,ellen and bill on ellen's ellen's ellen
video7951,video7951_frame_005.jpg,swimming,5,ellen and ellen on ellen's ellen's ellen
video7951,video7951_frame_006.jpg,swimming,6,ellen and bill on ellen's ellen's ellen
video7951,video7951_frame_007.jpg,swimming,7,ellen and bill on ellen's ellen's play
video7951,video7951_frame_008.jpg,swimming,8,a man is holding a large black drum
video7951,video7951_frame_009.jpg,swimming,9,a man in white gloves is putting something into a bucket
video7951,video7951_frame_010.jpg,swimming,10,ellen and bill on ellen's ellen's ellen
video7951,video7951_frame_011.jpg,swimming,11,ellen and bill on ellen's ellen's ellen
video8271,video8271_frame_000.jpg,swimming,0,a video game with a man on a boat
video8271,video8271_frame_001.jpg,swimming,1,a video of a man diving in the water
video8271,video8271_frame_002.jpg,swimming,2,a woman with long blonde hair and a microphone
video8271,video8271_frame_003.jpg,swimming,3,a girl sitting in a classroom with a microphone
video8271,video8271_frame_004.jpg,swimming,4,a group of people in a room with a microphone
video8271,video8271_frame_005.jpg,swimming,5,a man is seen in the air as he is seen by a camera
video8271,video8271_frame_006.jpg,swimming,6,a woman with long blonde hair and a microphone
video8271,video8271_frame_007.jpg,swimming,7,a man is swimming in the water with a fish
video8271,video8271_frame_008.jpg,swimming,8,a woman in a black jacket and black jacket
video8271,video8271_frame_009.jpg,swimming,9,a group of people swimming in a pool
video8271,video8271_frame_010.jpg,swimming,10,a girl sitting on a chair in a classroom
video8271,video8271_frame_011.jpg,swimming,11,a man in a black shirt is underwater
video835,video835_frame_000.jpg,swimming,0,a video screen showing a video of a wave crashing into the ocean
video835,video835_frame_001.jpg,swimming,1,a man is swimming in the ocean
video835,video835_frame_002.jpg,swimming,2,a man swimming in the ocean with a red object
video835,video835_frame_003.jpg,swimming,3,a man swimming in the ocean with a camera
video835,video835_frame_004.jpg,swimming,4,a tv screen with a picture of a man in the water
video835,video835_frame_005.jpg,swimming,5,a video of a man swimming in the ocean
video835,video835_frame_006.jpg,swimming,6,a man is swimming in the ocean
video835,video835_frame_007.jpg,swimming,7,a tv screen with a picture of a wave
video835,video835_frame_008.jpg,swimming,8,a whale is seen in the water near the shore
video835,video835_frame_009.jpg,swimming,9,a man is swimming in the ocean
video835,video835_frame_010.jpg,swimming,10,a man is pulled into the water by a rescue boat
video835,video835_frame_011.jpg,swimming,11,a man is in the water with a surfboard
video1388,video1388_frame_000.jpg,tennis,0,a man in a black shirt is hitting a ball
video1388,video1388_frame_001.jpg,tennis,1,a man in a black shirt is hitting a tennis ball
video1388,video1388_frame_002.jpg,tennis,2,a man is holding a tennis racket
video1388,video1388_frame_003.jpg,tennis,3,a table tennis player is hitting the ball
video1388,video1388_frame_004.jpg,tennis,4,a man is playing tennis on a court
video1388,video1388_frame_005.jpg,tennis,5,a man is playing table tennis on a court
video1388,video1388_frame_006.jpg,tennis,6,a man in a black shirt is playing ping
video1388,video1388_frame_007.jpg,tennis,7,a man in a black shirt is playing ping
video1388,video1388_frame_008.jpg,tennis,8,a man in a black shirt is holding a badminton racket
video1388,video1388_frame_009.jpg,tennis,9,a man in a black shirt is playing ping
video1388,video1388_frame_010.jpg,tennis,10,a young boy is standing on a court
video1388,video1388_frame_011.jpg,tennis,11,a man standing on top of a table with his arms up
video1536,video1536_frame_000.jpg,tennis,0,a table tennis player is about to hit the ball
video1536,video1536_frame_001.jpg,tennis,1,a table tennis player is about to hit the ball
video1536,video1536_frame_002.jpg,tennis,2,two men playing ping po in a ping po table tennis match
video1536,video1536_frame_003.jpg,tennis,3,two men playing ping po table tennis
video1536,video1536_frame_004.jpg,tennis,4,two people playing ping po game in a ping po game
video1536,video1536_frame_005.jpg,tennis,5,two people playing ping po game in a ping po game
video1536,video1536_frame_006.jpg,tennis,6,two men playing ping pos in a ping pos table tennis match
video1536,video1536_frame_007.jpg,tennis,7,a man in a red shirt is playing ping
video1536,video1536_frame_008.jpg,tennis,8,two men playing ping po table tennis
video1536,video1536_frame_009.jpg,tennis,9,two men playing ping po in a game
video1536,video1536_frame_010.jpg,tennis,10,two men playing ping po in a table tennis match
video1536,video1536_frame_011.jpg,tennis,11,two people playing ping po game in a ping po game
video1543,video1543_frame_000.jpg,tennis,0,a man is playing tennis on a court
video1543,video1543_frame_001.jpg,tennis,1,a man in green shirt playing tennis on a court
video1543,video1543_frame_002.jpg,tennis,2,a man in green shirt playing tennis on a court
video1543,video1543_frame_003.jpg,tennis,3,a man in green shirt playing tennis on a court
video1543,video1543_frame_004.jpg,tennis,4,a man in green shirt playing tennis on a court
video1543,video1543_frame_005.jpg,tennis,5,a man is playing tennis on a court
video1543,video1543_frame_006.jpg,tennis,6,a man is playing ping po
video1543,video1543_frame_007.jpg,tennis,7,a man in green shirt playing tennis on a court
video1543,video1543_frame_008.jpg,tennis,8,a man in green shirt playing table tennis
video1543,video1543_frame_009.jpg,tennis,9,a man is standing on a tennis court
video1543,video1543_frame_010.jpg,tennis,10,a man in green shirt playing tennis on a court
video1543,video1543_frame_011.jpg,tennis,11,a man in green shirt playing ping po
video1545,video1545_frame_000.jpg,tennis,0,a pink background with a white light
video1545,video1545_frame_001.jpg,tennis,1,a tennis player is playing a game on the court
video1545,video1545_frame_002.jpg,tennis,2,a tennis player is playing a game on the court
video1545,video1545_frame_003.jpg,tennis,3,a tennis match is being played on a court
video1545,video1545_frame_004.jpg,tennis,4,a tennis match is being played on a court
video1545,video1545_frame_005.jpg,tennis,5,two men playing badminton on a court
video1545,video1545_frame_006.jpg,tennis,6,two men playing badminton on a court
video1545,video1545_frame_007.jpg,tennis,7,two men playing badminton on a court
video1545,video1545_frame_008.jpg,tennis,8,a tennis match is being played on a blue court
video1545,video1545_frame_009.jpg,tennis,9,a tennis match is being played on a court
video1545,video1545_frame_010.jpg,tennis,10,a tennis player is hitting the ball on the court
video1545,video1545_frame_011.jpg,tennis,11,a tennis player is playing a game on the court
video1608,video1608_frame_000.jpg,tennis,0,a table tennis game is being played
video1608,video1608_frame_001.jpg,tennis,1,two people playing ping pong on a ping pong table
video1608,video1608_frame_002.jpg,tennis,2,a man is playing ping po in a ping po table tennis game
video1608,video1608_frame_003.jpg,tennis,3,a man playing ping pong on a ping pong table
video1608,video1608_frame_004.jpg,tennis,4,a man is playing ping po in a ping po table tennis game
video1608,video1608_frame_005.jpg,tennis,5,a man playing ping po in a ping po table tennis game
video1608,video1608_frame_006.jpg,tennis,6,a man playing ping po in a ping po table tennis game
video1608,video1608_frame_007.jpg,tennis,7,a man playing ping po in a ping po table tennis game
video1608,video1608_frame_008.jpg,tennis,8,a man playing ping po in a ping po table tennis game
video1608,video1608_frame_009.jpg,tennis,9,two people playing ping pong in a ping pong room
video1608,video1608_frame_010.jpg,tennis,10,two men playing ping pong in a ping pong game
video1608,video1608_frame_011.jpg,tennis,11,a man playing ping po in a ping po table tennis game
video19,video19_frame_000.jpg,tennis,0,a man playing table tennis on a television screen
video19,video19_frame_001.jpg,tennis,1,a man playing ping po in a game
video19,video19_frame_002.jpg,tennis,2,a man playing table tennis on a television screen
video19,video19_frame_003.jpg,tennis,3,a man playing ping po in a game
video19,video19_frame_004.jpg,tennis,4,a man playing table tennis on a television screen
video19,video19_frame_005.jpg,tennis,5,a man playing table tennis on a television screen
video19,video19_frame_006.jpg,tennis,6,a man playing table tennis on a television screen
video19,video19_frame_007.jpg,tennis,7,a man playing ping po in a video game
video19,video19_frame_008.jpg,tennis,8,a man playing ping po in a video game
video19,video19_frame_009.jpg,tennis,9,a man playing ping in a ping po game
video19,video19_frame_010.jpg,tennis,10,a video game of a table tennis match
video19,video19_frame_011.jpg,tennis,11,a video of a table tennis game being played
video2379,video2379_frame_000.jpg,tennis,0,a man playing table tennis on a blue court
video2379,video2379_frame_001.jpg,tennis,1,a man playing table tennis on a blue court
video2379,video2379_frame_002.jpg,tennis,2,a man playing table tennis on a blue court
video2379,video2379_frame_003.jpg,tennis,3,two people playing table tennis on a blue court
video2379,video2379_frame_004.jpg,tennis,4,a man playing table tennis on a blue court
video2379,video2379_frame_005.jpg,tennis,5,a man playing a game of table tennis
video2379,video2379_frame_006.jpg,tennis,6,a man playing table tennis on a blue surface
video2379,video2379_frame_007.jpg,tennis,7,a man playing table tennis on a blue surface
video2379,video2379_frame_008.jpg,tennis,8,a man playing table tennis on a blue court
video2379,video2379_frame_009.jpg,tennis,9,a man playing table tennis on a blue surface
video2379,video2379_frame_010.jpg,tennis,10,a man playing table tennis on a blue court
video2379,video2379_frame_011.jpg,tennis,11,a man playing table tennis on a blue court
video2608,video2608_frame_000.jpg,tennis,0,a man playing table tennis in a large room
video2608,video2608_frame_001.jpg,tennis,1,a man is playing table tennis in a gym
video2608,video2608_frame_002.jpg,tennis,2,a man playing table tennis in a gym
video2608,video2608_frame_003.jpg,tennis,3,a man is playing ping po in a gym
video2608,video2608_frame_004.jpg,tennis,4,a man is running on a blue court
video2608,video2608_frame_005.jpg,tennis,5,a man in an orange shirt is playing tennis
video2608,video2608_frame_006.jpg,tennis,6,a man is playing table tennis in a gym
video2608,video2608_frame_007.jpg,tennis,7,a man is playing table tennis in a gym
video2608,video2608_frame_008.jpg,tennis,8,a man is playing table tennis in a gym
video2608,video2608_frame_009.jpg,tennis,9,a man playing table tennis in a large room
video2608,video2608_frame_010.jpg,tennis,10,a man is playing table tennis in a gym
video2608,video2608_frame_011.jpg,tennis,11,a man is playing table tennis in a gym
video2860,video2860_frame_000.jpg,tennis,0,a man is playing tennis on a court
video2860,video2860_frame_001.jpg,tennis,1,a man is playing tennis on a court
video2860,video2860_frame_002.jpg,tennis,2,a man standing on a tennis court with a racket
video2860,video2860_frame_003.jpg,tennis,3,a man is playing tennis on a court
video2860,video2860_frame_004.jpg,tennis,4,a man is playing tennis on a court
video2860,video2860_frame_005.jpg,tennis,5,a man is playing tennis on a court
video2860,video2860_frame_006.jpg,tennis,6,a man is playing tennis on a court
video2860,video2860_frame_007.jpg,tennis,7,a man is playing tennis on a court
video2860,video2860_frame_008.jpg,tennis,8,a man is playing tennis on a court
video2860,video2860_frame_009.jpg,tennis,9,a man is playing tennis on a court
video2860,video2860_frame_010.jpg,tennis,10,a man is playing tennis on a court
video2860,video2860_frame_011.jpg,tennis,11,a man is playing tennis on a court
video3872,video3872_frame_000.jpg,tennis,0,a man in red shirt playing table tennis
video3872,video3872_frame_001.jpg,tennis,1,a man in red shirt playing ping po
video3872,video3872_frame_002.jpg,tennis,2,a man in red shirt playing tennis
video3872,video3872_frame_003.jpg,tennis,3,a man in red shirt playing ping
video3872,video3872_frame_004.jpg,tennis,4,a man in a red shirt is playing table tennis
video3872,video3872_frame_005.jpg,tennis,5,a man is playing ping po in a ping po game
video3872,video3872_frame_006.jpg,tennis,6,table tennis player is playing ping po
video3872,video3872_frame_007.jpg,tennis,7,table tennis players playing ping po
video3872,video3872_frame_008.jpg,tennis,8,table tennis player in action
video3872,video3872_frame_009.jpg,tennis,9,table tennis players playing a game of table tennis
video3872,video3872_frame_010.jpg,tennis,10,table tennis players playing a game of table tennis
video3872,video3872_frame_011.jpg,tennis,11,two men playing table tennis in a large arena
video4221,video4221_frame_000.jpg,tennis,0,a man playing ping po game on a television screen
video4221,video4221_frame_001.jpg,tennis,1,a table tennis game is being played
video4221,video4221_frame_002.jpg,tennis,2,a table tennis game is being played
video4221,video4221_frame_003.jpg,tennis,3,a table tennis game is being played
video4221,video4221_frame_004.jpg,tennis,4,a table tennis game is being played
video4221,video4221_frame_005.jpg,tennis,5,a table tennis game is being played
video4221,video4221_frame_006.jpg,tennis,6,a table tennis game is being played
video4221,video4221_frame_007.jpg,tennis,7,a table tennis game is being played
video4221,video4221_frame_008.jpg,tennis,8,a man in red shirt holding up a red and yellow flag
video4221,video4221_frame_009.jpg,tennis,9,a table tennis game is being played
video4221,video4221_frame_010.jpg,tennis,10,a ping - po game is shown in the video
video4221,video4221_frame_011.jpg,tennis,11,a table tennis game is being played
video4273,video4273_frame_000.jpg,tennis,0,a man playing tennis in a tunnel
video4273,video4273_frame_001.jpg,tennis,1,two people playing tennis in a tunnel
video4273,video4273_frame_002.jpg,tennis,2,a man is playing tennis on a tennis court
video4273,video4273_frame_003.jpg,tennis,3,a man is playing tennis on a tennis court
video4273,video4273_frame_004.jpg,tennis,4,a man is playing tennis in a tunnel
video4273,video4273_frame_005.jpg,tennis,5,a man is playing tennis on a tennis court
video4273,video4273_frame_006.jpg,tennis,6,a man is playing tennis on a tennis court
video4273,video4273_frame_007.jpg,tennis,7,a man is playing tennis in a tunnel
video4273,video4273_frame_008.jpg,tennis,8,a man is playing tennis in a tunnel
video4273,video4273_frame_009.jpg,tennis,9,a tennis court with a net and net
video4273,video4273_frame_010.jpg,tennis,10,a tennis court with a net and net
video4273,video4273_frame_011.jpg,tennis,11,a tennis court with a net and net
video4474,video4474_frame_000.jpg,tennis,0,a crowd of people holding flags and waving
video4474,video4474_frame_001.jpg,tennis,1,a woman is dancing in the crowd
video4474,video4474_frame_002.jpg,tennis,2,a table tennis player is about to hit the ball
video4474,video4474_frame_003.jpg,tennis,3,a table tennis player is about to hit the ball
video4474,video4474_frame_004.jpg,tennis,4,a table tennis player is about to hit the ball
video4474,video4474_frame_005.jpg,tennis,5,a table tennis player is about to hit the ball
video4474,video4474_frame_006.jpg,tennis,6,two men playing ping po in a game
video4474,video4474_frame_007.jpg,tennis,7,a table tennis player is about to hit the ball
video4474,video4474_frame_008.jpg,tennis,8,two people playing ping po in a ping po table tennis match
video4474,video4474_frame_009.jpg,tennis,9,a table tennis player is playing ping po
video4474,video4474_frame_010.jpg,tennis,10,a table tennis player is about to hit the ball
video4474,video4474_frame_011.jpg,tennis,11,a table tennis game with two players playing
video4769,video4769_frame_000.jpg,tennis,0,two people playing ping po table tennis
video4769,video4769_frame_001.jpg,tennis,1,two men playing ping po in a table tennis match
video4769,video4769_frame_002.jpg,tennis,2,two men playing ping po in a ping po table tennis match
video4769,video4769_frame_003.jpg,tennis,3,two people playing ping po game in a ping po game
video4769,video4769_frame_004.jpg,tennis,4,two men playing ping po in a ping po table tennis match
video4769,video4769_frame_005.jpg,tennis,5,two people playing ping po game in a ping po game
video4769,video4769_frame_006.jpg,tennis,6,a man playing ping po in a ping po table
video4769,video4769_frame_007.jpg,tennis,7,table tennis players are playing ping po
video4769,video4769_frame_008.jpg,tennis,8,two men playing ping po in a game
video4769,video4769_frame_009.jpg,tennis,9,a table tennis player is about to hit the ball
video4769,video4769_frame_010.jpg,tennis,10,a table tennis game is being played
video4769,video4769_frame_011.jpg,tennis,11,two men playing ping po in a ping po game
video5144,video5144_frame_000.jpg,tennis,0,a man holding a knife in front of a rack
video5144,video5144_frame_001.jpg,tennis,1,a man swinging a tennis racket on a tennis court
video5144,video5144_frame_002.jpg,tennis,2,a man swinging a tennis racket at a ball
video5144,video5144_frame_003.jpg,tennis,3,a man is playing tennis on a green court
video5144,video5144_frame_004.jpg,tennis,4,a man holding a tennis racquet
video5144,video5144_frame_005.jpg,tennis,5,a man is playing tennis on a court
video5144,video5144_frame_006.jpg,tennis,6,a man is playing tennis on a court
video5144,video5144_frame_007.jpg,tennis,7,a man playing tennis
video5144,video5144_frame_008.jpg,tennis,8,a man is playing tennis on a court
video5144,video5144_frame_009.jpg,tennis,9,a man is playing tennis on a court
video5144,video5144_frame_010.jpg,tennis,10,a man swinging a tennis racket
video5144,video5144_frame_011.jpg,tennis,11,a man is swinging a tennis racket
video5154,video5154_frame_000.jpg,tennis,0,a man in a suit and tie is holding a gun
video5154,video5154_frame_001.jpg,tennis,1,a man playing tennis on a court with a crowd watching
video5154,video5154_frame_002.jpg,tennis,2,a man playing tennis on a court with a crowd watching
video5154,video5154_frame_003.jpg,tennis,3,a video game of badminton in action
video5154,video5154_frame_004.jpg,tennis,4,a video game of badminton
video5154,video5154_frame_005.jpg,tennis,5,a video game of badminton in action
video5154,video5154_frame_006.jpg,tennis,6,a video game of badminton
video5154,video5154_frame_007.jpg,tennis,7,a video game of two men playing tennis
video5154,video5154_frame_008.jpg,tennis,8,a video game of badminton
video5154,video5154_frame_009.jpg,tennis,9,a video game of badminton
video5154,video5154_frame_010.jpg,tennis,10,a man playing tennis on a court with a crowd watching
video5154,video5154_frame_011.jpg,tennis,11,a video game of two men playing tennis
video522,video522_frame_000.jpg,tennis,0,a man is playing tennis on a court
video522,video522_frame_001.jpg,tennis,1,a man is playing tennis in a tunnel
video522,video522_frame_002.jpg,tennis,2,a man is playing tennis on a court
video522,video522_frame_003.jpg,tennis,3,a man is playing tennis on a court
video522,video522_frame_004.jpg,tennis,4,a man is playing tennis on a tennis court
video522,video522_frame_005.jpg,tennis,5,a man is playing tennis on a court
video522,video522_frame_006.jpg,tennis,6,a man is playing tennis on a court
video522,video522_frame_007.jpg,tennis,7,a man is playing tennis on a court
video522,video522_frame_008.jpg,tennis,8,a man is playing tennis on a court
video522,video522_frame_009.jpg,tennis,9,a man is playing tennis on a court
video522,video522_frame_010.jpg,tennis,10,a man is playing tennis on a court
video522,video522_frame_011.jpg,tennis,11,a man is playing tennis on a court
video5368,video5368_frame_000.jpg,tennis,0,a man playing tennis on a court
video5368,video5368_frame_001.jpg,tennis,1,a man playing tennis on a court with a ball
video5368,video5368_frame_002.jpg,tennis,2,a man playing tennis on a court
video5368,video5368_frame_003.jpg,tennis,3,a man playing tennis on a court
video5368,video5368_frame_004.jpg,tennis,4,a man playing tennis on a court
video5368,video5368_frame_005.jpg,tennis,5,a man playing tennis on a court
video5368,video5368_frame_006.jpg,tennis,6,a man playing tennis on a court with a ball
video5368,video5368_frame_007.jpg,tennis,7,a man playing tennis on a court
video5368,video5368_frame_008.jpg,tennis,8,a man playing tennis on a court with a ball
video5368,video5368_frame_009.jpg,tennis,9,a man playing tennis on a court with a ball
video5368,video5368_frame_010.jpg,tennis,10,a man playing tennis on a court with a ball
video5368,video5368_frame_011.jpg,tennis,11,a tennis player is playing a game on the court
video5845,video5845_frame_000.jpg,tennis,0,a woman is standing on a tennis court
video5845,video5845_frame_001.jpg,tennis,1,a tennis player is standing on the court
video5845,video5845_frame_002.jpg,tennis,2,a tennis player is standing on the court
video5845,video5845_frame_003.jpg,tennis,3,a tennis player is on the court with his racket
video5845,video5845_frame_004.jpg,tennis,4,a tennis player is playing tennis on a blue court
video5845,video5845_frame_005.jpg,tennis,5,a tennis player is playing tennis on a blue court
video5845,video5845_frame_006.jpg,tennis,6,a tennis player is playing a game on the court
video5845,video5845_frame_007.jpg,tennis,7,a tennis player is playing a game on the court
video5845,video5845_frame_008.jpg,tennis,8,a tennis player is playing a game on the court
video5845,video5845_frame_009.jpg,tennis,9,a tennis player is playing a game on the court
video5845,video5845_frame_010.jpg,tennis,10,a tennis player is playing tennis on a blue court
video5845,video5845_frame_011.jpg,tennis,11,a tennis player is playing tennis on a blue court
video5863,video5863_frame_000.jpg,tennis,0,a tennis player is hitting the ball
video5863,video5863_frame_001.jpg,tennis,1,a tennis player is being carried by a crowd
video5863,video5863_frame_002.jpg,tennis,2,a tennis player is hitting a ball at the net
video5863,video5863_frame_003.jpg,tennis,3,a tennis player is walking across the court
video5863,video5863_frame_004.jpg,tennis,4,a tennis player is being carried by a crowd
video5863,video5863_frame_005.jpg,tennis,5,a man is walking across the tennis court
video5863,video5863_frame_006.jpg,tennis,6,a tennis player is being carried off the court
video5863,video5863_frame_007.jpg,tennis,7,a man is kneeling in front of a crowd
video5863,video5863_frame_008.jpg,tennis,8,a man is kneeling in front of a crowd
video5863,video5863_frame_009.jpg,tennis,9,a tennis player is kneeling on the ground
video5863,video5863_frame_010.jpg,tennis,10,a tennis player is kneeling on the ground
video5863,video5863_frame_011.jpg,tennis,11,a tennis player is sitting on the bench
video5939,video5939_frame_000.jpg,tennis,0,a man in a purple shirt is playing a video game
video5939,video5939_frame_001.jpg,tennis,1,a man in a purple shirt is standing on a stage
video5939,video5939_frame_002.jpg,tennis,2,a man in purple shirt playing ping
video5939,video5939_frame_003.jpg,tennis,3,a logo for the world of music
video5939,video5939_frame_004.jpg,tennis,4,a man in a black shirt is playing ping
video5939,video5939_frame_005.jpg,tennis,5,a man is playing ping po in a ping po game
video5939,video5939_frame_006.jpg,tennis,6,a man in an orange shirt playing ping po
video5939,video5939_frame_007.jpg,tennis,7,a man playing ping po in a ping po table tennis game
video5939,video5939_frame_008.jpg,tennis,8,table tennis player is playing ping po
video5939,video5939_frame_009.jpg,tennis,9,a man playing ping po in a ping po table tennis game
video5939,video5939_frame_010.jpg,tennis,10,a man in a black shirt holding a racket
video5939,video5939_frame_011.jpg,tennis,11,a logo for the world tour
video6156,video6156_frame_000.jpg,tennis,0,a group of people playing tennis on a court
video6156,video6156_frame_001.jpg,tennis,1,a group of people playing tennis on a court
video6156,video6156_frame_002.jpg,tennis,2,a group of people playing tennis on a court
video6156,video6156_frame_003.jpg,tennis,3,a tennis game is being played on a court
video6156,video6156_frame_004.jpg,tennis,4,a tennis player is hitting the ball with his racket
video6156,video6156_frame_005.jpg,tennis,5,a man is playing tennis on a court
video6156,video6156_frame_006.jpg,tennis,6,two tennis players are playing on the court
video6156,video6156_frame_007.jpg,tennis,7,two men are playing tennis on a court
video6156,video6156_frame_008.jpg,tennis,8,a group of people playing tennis on a court
video6156,video6156_frame_009.jpg,tennis,9,a group of people playing tennis on a court
video6156,video6156_frame_010.jpg,tennis,10,a group of men playing tennis on a court
video6156,video6156_frame_011.jpg,tennis,11,a group of men playing tennis on a tennis court
video6187,video6187_frame_000.jpg,tennis,0,a group of people playing table tennis in a room
video6187,video6187_frame_001.jpg,tennis,1,a table tennis player is playing a game
video6187,video6187_frame_002.jpg,tennis,2,a table tennis game is being played
video6187,video6187_frame_003.jpg,tennis,3,a table tennis game is being played
video6187,video6187_frame_004.jpg,tennis,4,a table tennis game is being played
video6187,video6187_frame_005.jpg,tennis,5,a table tennis game is being played
video6187,video6187_frame_006.jpg,tennis,6,a table tennis game is being played
video6187,video6187_frame_007.jpg,tennis,7,a table tennis game is being played
video6187,video6187_frame_008.jpg,tennis,8,a table tennis game is being played
video6187,video6187_frame_009.jpg,tennis,9,a table tennis game is being played
video6187,video6187_frame_010.jpg,tennis,10,a table tennis game is being played
video6187,video6187_frame_011.jpg,tennis,11,a table tennis game is being played
video671,video671_frame_000.jpg,tennis,0,a man playing ping po in a ping po game
video671,video671_frame_001.jpg,tennis,1,a table tennis player is playing a game
video671,video671_frame_002.jpg,tennis,2,a video of a table tennis game
video671,video671_frame_003.jpg,tennis,3,a man playing ping in a ping po game
video671,video671_frame_004.jpg,tennis,4,a man playing table tennis on a television screen
video671,video671_frame_005.jpg,tennis,5,a woman playing table tennis on a television screen
video671,video671_frame_006.jpg,tennis,6,a man playing ping in a ping game
video671,video671_frame_007.jpg,tennis,7,a man playing table tennis on a television screen
video671,video671_frame_008.jpg,tennis,8,a man playing table tennis on a television screen
video671,video671_frame_009.jpg,tennis,9,a woman playing table tennis on a television screen
video671,video671_frame_010.jpg,tennis,10,a man playing table tennis on a television screen
video671,video671_frame_011.jpg,tennis,11,a man playing table tennis on a television screen
video6867,video6867_frame_000.jpg,tennis,0,a woman is walking down the street in a white dress
video6867,video6867_frame_001.jpg,tennis,1,a woman in a white dress is standing on a stage
video6867,video6867_frame_002.jpg,tennis,2,a woman in a white dress is dancing
video6867,video6867_frame_003.jpg,tennis,3,a woman in a white dress and red panties
video6867,video6867_frame_004.jpg,tennis,4,a woman in red shorts is holding a tennis racket
video6867,video6867_frame_005.jpg,tennis,5,a woman in a blue dress is playing tennis
video6867,video6867_frame_006.jpg,tennis,6,a woman in blue shirt and shorts playing tennis
video6867,video6867_frame_007.jpg,tennis,7,a woman in a blue shirt is standing on a tennis court
video6867,video6867_frame_008.jpg,tennis,8,a woman in a blue top is standing on a tennis court
video6867,video6867_frame_009.jpg,tennis,9,a woman in blue shirt and white shorts holding a tennis racket
video6867,video6867_frame_010.jpg,tennis,10,a woman in blue shirt playing tennis
video6867,video6867_frame_011.jpg,tennis,11,a woman holding a tennis racket on a court
video6973,video6973_frame_000.jpg,tennis,0,two men playing ping pos on a court
video6973,video6973_frame_001.jpg,tennis,1,a man is playing ping po in a game
video6973,video6973_frame_002.jpg,tennis,2,a man is standing next to another man on a table
video6973,video6973_frame_003.jpg,tennis,3,a man in blue shirt playing ping po
video6973,video6973_frame_004.jpg,tennis,4,a man is playing ping po in a game
video6973,video6973_frame_005.jpg,tennis,5,a table tennis player is playing ping po
video6973,video6973_frame_006.jpg,tennis,6,a table tennis player is playing ping
video6973,video6973_frame_007.jpg,tennis,7,a man is being restraineded by a referee
